trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instText.started,instText.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_2.started,text_2.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,6.214195022010244,None,space,0.6482599999872036,6.214195022010244,None,,,,,,,,001,2020_Nov_22_2313,main,2020.2.5,59.659402578687995,
,,,,,,,,,,6.897553313989192,None,space,0.596733285987284,6.897553313989192,None,,001,2020_Nov_22_2313,main,2020.2.5,59.659402578687995,
