key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,key_resp_3.keys,key_resp_3.rt
space,16.333705,space,24.15693,625,0,0,0,0,1,agent 007,001,2020-11-30_15h14.32.282,main,2020.2.5,Win32,60,,
,,,,,,,,,,agent 007,001,2020-11-30_15h14.32.282,main,2020.2.5,Win32,60,y,8.86852
