key_resp.keys,key_resp.rt,key_resp_2.keys,key_resp_2.rt,typedWord,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate
space,7.615835,space,6.58445,263,0,0,0,0,1,,001,2020-11-27_16h27.40.018,main,2020.2.5,MacIntel,60
